Subject	Activity	Mean	Std
7	LAYING	-0.628303269447471	0.542283798100629
7	WALKING	-0.306764482858546	0.458658161670587
7	WALKING_DOWNSTAIRS	-0.317129508211319	0.473530402086289
7	WALKING_UPSTAIRS	-0.427408293255387	0.478967138009984
8	STANDING	-0.639463722621354	0.537725697835807
8	SITTING	-0.637726458982249	0.537875923565333
8	LAYING	-0.627089533537997	0.54552114969283
8	WALKING	-0.299755499867352	0.46042789591661
8	WALKING_DOWNSTAIRS	-0.19351985419359	0.458724749672543
8	WALKING_UPSTAIRS	-0.293377815632218	0.464582765249912
11	STANDING	-0.648374467923916	0.536202658765753
11	SITTING	-0.636081608692103	0.53609946156127
11	LAYING	-0.643553031373099	0.539562164233576
11	WALKING	-0.431366510871248	0.4778994116884
11	WALKING_DOWNSTAIRS	-0.348717448293558	0.477173185821431
11	WALKING_UPSTAIRS	-0.43527506672087	0.494681275282595
14	STANDING	-0.633771114374627	0.530378924305392
14	SITTING	-0.639930771868791	0.5280379685885
14	LAYING	-0.628355645282404	0.529959358732366
14	WALKING	-0.385501824502105	0.460095719296736
14	WALKING_DOWNSTAIRS	-0.203378373864087	0.474784640200934
14	WALKING_UPSTAIRS	-0.285486358859423	0.511997359659549
15	STANDING	-0.640037091389994	0.53194178615701
15	SITTING	-0.641496217339585	0.537109906202275
15	LAYING	-0.639883147448173	0.531265854159869
15	WALKING	-0.390526282476396	0.470930092491822
15	WALKING_DOWNSTAIRS	-0.280227328116279	0.478913470640684
15	WALKING_UPSTAIRS	-0.393720911542089	0.481360338460772
16	STANDING	-0.646538416475197	0.536027968915291
16	SITTING	-0.642254023210701	0.540660946111618
16	LAYING	-0.635906117499551	0.540805566032016
16	WALKING	-0.431362808379042	0.477181248917123
16	WALKING_DOWNSTAIRS	-0.339080301791712	0.480317131361736
16	WALKING_UPSTAIRS	-0.440146451770759	0.485215967490382
17	STANDING	-0.644675070329398	0.541386142783105
17	SITTING	-0.643707360983648	0.54709797498025
17	LAYING	-0.629876420657766	0.544111902566298
17	WALKING	-0.387039462708526	0.471340331643968
17	WALKING_DOWNSTAIRS	-0.365194496888334	0.482880088421838
17	WALKING_UPSTAIRS	-0.401431355861112	0.479425823691872
19	STANDING	-0.640136697217531	0.531159784474125
19	SITTING	-0.638986666530727	0.53209411177613
19	LAYING	-0.632999218754884	0.546461684255782
19	WALKING	-0.238252786596887	0.441222720223505
19	WALKING_DOWNSTAIRS	-0.078306398113335	0.493267285356331
19	WALKING_UPSTAIRS	-0.316821118319495	0.457959800536126
21	STANDING	-0.638450214241584	0.528022506329555
21	SITTING	-0.644724493205524	0.534193252488579
21	LAYING	-0.63110876443376	0.543398484551232
21	WALKING	-0.330648706245588	0.462261283553448
21	WALKING_DOWNSTAIRS	-0.291301975673511	0.475622056333089
21	WALKING_UPSTAIRS	-0.381967006088137	0.473554737531349
22	STANDING	-0.635992094486953	0.529999769322386
22	SITTING	-0.634015600138589	0.532022049722643
22	LAYING	-0.632109081483277	0.534082415245892
22	WALKING	-0.274200987116311	0.460010818917144
22	WALKING_DOWNSTAIRS	-0.287664837258693	0.477672679039378
22	WALKING_UPSTAIRS	-0.305185521541175	0.468928019106076
23	STANDING	-0.637024168810267	0.531088424136574
23	SITTING	-0.632843540612456	0.543059200310429
23	LAYING	-0.628089473591726	0.551576627950253
23	WALKING	-0.265296718829829	0.464098141308726
23	WALKING_DOWNSTAIRS	-0.20246554081645	0.4574307312881
23	WALKING_UPSTAIRS	-0.369581312588007	0.467164879388163
25	STANDING	-0.645297950751058	0.528500727750385
25	SITTING	-0.645307467575153	0.534204894318477
25	LAYING	-0.589506698496036	0.545450415711338
25	WALKING	-0.460842122215599	0.482757503377511
25	WALKING_DOWNSTAIRS	-0.429924410531157	0.48048742191466
25	WALKING_UPSTAIRS	-0.48551223324769	0.493089266961923
26	STANDING	-0.644004547265191	0.533694523050013
26	SITTING	-0.642718508921569	0.538163762448172
26	LAYING	-0.640679888089531	0.545536215521252
26	WALKING	-0.392008755561813	0.465080130468016
26	WALKING_DOWNSTAIRS	-0.322473123490661	0.467151493916604
26	WALKING_UPSTAIRS	-0.41167278243368	0.480136846789247
27	STANDING	-0.644356212162637	0.535052504532977
27	SITTING	-0.647329814034974	0.533984958770938
27	LAYING	-0.645993647892745	0.539991225164833
27	WALKING	-0.377771272094104	0.468490345338959
27	WALKING_DOWNSTAIRS	-0.312446129792811	0.47435384225082
27	WALKING_UPSTAIRS	-0.426267052017458	0.48671284301688
28	STANDING	-0.627883524309929	0.519990161399115
28	SITTING	-0.637322526513564	0.523550153103677
28	LAYING	-0.640518710327799	0.530976406623764
28	WALKING	-0.393787255237739	0.468082416558165
28	WALKING_DOWNSTAIRS	-0.291650876955502	0.46256315184821
28	WALKING_UPSTAIRS	-0.401092965937606	0.473584351968701
29	STANDING	-0.650245278868483	0.536209908171482
29	SITTING	-0.644100724926612	0.54030786087254
29	LAYING	-0.646324698842316	0.547384622922697
29	WALKING	-0.352894943404783	0.459750416503951
29	WALKING_DOWNSTAIRS	-0.31726279115201	0.466798126904517
29	WALKING_UPSTAIRS	-0.364429747315138	0.485009059372236
30	STANDING	-0.630635453342216	0.527699114956464
30	SITTING	-0.646017901904583	0.532835681402282
30	LAYING	-0.642625296795821	0.529010124054845
30	WALKING	-0.373607524126774	0.458741626903586
30	WALKING_DOWNSTAIRS	-0.358790607945901	0.464525701807421
30	WALKING_UPSTAIRS	-0.439370730188029	0.489520080840848
